STFIPS,NAME,YEAR,AdmAlc,AdmCoc,AdmMar,AdmHer,AdmOpi,AdmBen,AdmNMJ,RatAlc,RatCoc,RatMar,RatHer,RatOpi,RatBen,RatNMJ,lRatAlc,lRatCoc,lRatMar,lRatHer,lRatOpi,lRatBen,lRatNMJ,P017,P1824,P2565,P65
37,North Carolina,2004,11659,5595,3408,1104,1346,153,21958,136.3123208847452,65.41448111760435,39.8449600802137,12.907522279505848,15.736888576281586,1.7888142289532563,256.7240708454614,4.922258045708804,4.19591512182496,3.7097834374451777,2.632429864943799,2.817615180180165,1.0256164979483344,5.5518895197589995,0.243789073314727,0.0983839641806903,0.536638656719768,0.121188305784815
38,North Dakota,2000,1454,12,341,6,21,8,1610,226.47163730894377,1.8690919172677614,53.11336198235889,0.9345459586338807,3.2709108552185824,1.2460612781785076,250.76983223342467,5.427025559449431,1.0539955745716802,3.9910811420911485,0.6598726522470639,1.451827119531596,0.8091781391936286,5.528515305987148,0.249955219672815,0.114277837398349,0.488443560433193,0.147323382495643
38,North Dakota,2001,1533,15,408,9,48,10,1805,239.8828282701835,2.3471901004910323,63.843570733356074,1.4083140602946194,7.511008321571302,1.5647934003273547,282.44520875908756,5.48431062551182,1.2081212178947531,4.171977765267224,0.878926942652532,2.14136042223742,0.941877929697412,5.647018837325589,0.244284592105304,0.119642538595629,0.488598915285215,0.147473954013852
38,North Dakota,2002,2046,35,693,7,56,3,2588,320.6052324779682,5.4844492359378725,108.59209487156987,1.0968898471875745,8.775118777500596,0.4700956487946748,405.53584636020605,5.77332480731539,1.869406885239286,4.696765244828415,0.740455221778809,2.279840256948561,0.3853274658811278,6.007672108027916,0.239900778478394,0.123523899662785,0.489292788105953,0.147282533752868
38,North Dakota,2003,1047,23,353,6,29,2,1685,163.89670281160332,3.6004051238461097,55.25839168337725,0.9392361192642025,4.539641243110311,0.31307870642140084,263.76881016003017,5.10531923428744,1.5261443700184074,4.0299552154397444,0.6622941425775893,1.7119297411010153,0.2723745374855547,5.57885703072077,0.235444579590086,0.127978748217408,0.489792851473896,0.14678382071861
38,North Dakota,2004,1714,29,483,14,50,7,2271,265.85802809036693,4.498181338751833,74.91798574541845,2.171535818707781,7.755485066813503,1.0857679093538906,352.25413173466933,5.586716786983095,1.704417371874989,4.329653622672295,1.1542159559608092,2.169680368750556,0.7351370892926761,5.867187717843494,0.231311995408753,0.131919249889484,0.49048634646854,0.146282408233223
39,Ohio,2000,21866,8419,9837,2948,626,129,39122,192.42238094228182,74.08780870543632,86.56631122881305,25.942613144509597,5.508845260672662,1.1352093268798296,344.2764285751372,5.2648762999136105,4.318658211443824,4.472396348960861,3.293709164960763,1.873162061173952,0.7585646872514233,5.844345338454925,0.254021567041195,0.0935093922731669,0.519640133363336,0.132828907322303
39,Ohio,2001,25870,9245,12867,3732,909,178,47058,227.18083946086392,81.18619485178536,112.993268702858,32.77305345450113,7.982504177422704,1.5631306310024653,413.246074346708,5.430138470102923,4.4089873421156245,4.736139400185026,3.5196632494541564,2.195278705067795,0.9412294140903139,6.026460179729985,0.25274619219622,0.0948143229132821,0.519842889564645,0.132596595325853
39,Ohio,2002,29673,10220,14464,4385,1586,206,53788,260.1094733653176,89.58712694346868,126.78945245697955,38.43831229423779,13.902659817254534,1.8057679207783315,471.4982763243927,5.564939757564383,4.506312116236979,4.850384006901984,3.6747377370905916,2.701539708245317,1.0316772700553134,6.15803409893644,0.251201076728569,0.0955949869428077,0.52068494004456,0.132518996284063
39,Ohio,2003,25000,9322,12452,4033,1571,181,45473,218.631075626413,81.52315547957689,108.89576614800379,35.269565120052945,13.738776792363794,1.58288898753523,397.67243607839515,5.391949209762253,4.413078926439203,4.699532336081532,3.5909789631499476,2.6904818977250087,0.9489085350775472,5.988140117506302,0.249202084026394,0.0963737150177161,0.521579062069187,0.132845138886703
39,Ohio,2004,22480,9237,11624,4087,1673,140,42423,196.29328766894824,80.65663248212077,101.49969643522482,35.68730723767755,14.608481773583202,1.222467094023699,370.43372521262415,5.284691391511924,4.402523046761911,4.6298598369665145,3.6024308434055867,2.747814469937153,0.7986178824577095,5.917370450430445,0.247642843315257,0.0960144865843405,0.523417535993579,0.132925134106823
40,Oklahoma,2000,6424,1369,2259,140,216,67,11332,185.96760909747522,39.631017567628206,65.39552131867941,4.052843286682212,6.25295821373827,1.9395750014836302,328.0487151763059,5.2309353884689305,3.7045317544221326,4.195629604187645,1.6199511119127827,1.9814094151263324,1.0782650135826808,5.796205810248725,0.258179723335548,0.103717470504709,0.50593090191685,0.132171904242893
40,Oklahoma,2001,7730,1682,2924,185,342,90,14063,222.95290011825446,48.513166623402846,84.33561189466701,5.335871477603761,9.864151596435061,2.595829367482911,405.61275994346863,5.411435762416544,3.902238626596917,4.4465918573455925,1.8462273698372886,2.385468524735466,1.2797746648392045,6.007861282756608,0.255319431224943,0.106606097314759,0.506188745637565,0.131885725822734
40,Oklahoma,2002,7788,1773,3023,136,404,115,14541,223.21070310798262,50.815687803088494,86.64175083403074,3.8978756577665172,11.578983571600537,3.2959977988466878,416.75742602634506,5.412586248606447,3.947692956756098,4.473257492095389,1.5888015718799544,2.5320274508379588,1.4576838448336875,6.034900943562499,0.253637348527405,0.108200155915026,0.506957421440609,0.131205074116959
40,Oklahoma,2003,6998,1750,2974,154,477,108,13516,199.663784219314,49.930211829636974,84.85282856076593,4.3938586410080545,13.609549167278193,3.0814073586290247,385.63242462249906,5.301630792181965,3.9304563001189057,4.4526345345091185,1.6852610176644691,2.681675367468439,1.4064418697781031,5.957474434500119,0.252207200678366,0.108995655215624,0.50755772217803,0.13123942192798
40,Oklahoma,2004,6588,2150,2988,137,707,135,14087,186.88126430224614,60.98887647993763,84.76035484746681,3.8862679431402127,20.055411940146936,3.8295341045542237,399.60479208041005,5.235810190443403,4.126954957334993,4.451556834994282,1.5864288102881932,3.047157626378422,1.5747500043276175,5.992975385417809,0.250084462502195,0.109636157383072,0.508914162553227,0.131365217561506
42,Pennsylvania,2000,29620,11591,9360,10439,1233,272,54812,241.12327301154096,94.35718627538053,76.19560551613853,84.97926559647117,10.037305726645172,2.2142312714091537,446.200163413524,5.489446989069987,4.55762969654133,4.346342532044453,4.45410616946933,2.401280964565225,1.1675882222277965,6.103006287255679,0.237610623035022,0.0895158347248936,0.516723999246836,0.156149542993248
42,Pennsylvania,2001,27536,9974,9663,11033,1882,255,52439,223.88866709976526,81.0962218787427,78.56755484402353,89.7066990162591,15.302094403027246,2.073344353226327,426.36903740719754,5.415605466854192,4.407891996870176,4.376606407295858,4.507631213448321,2.791293590541724,1.122766334542444,6.057647896197203,0.236266614196148,0.0911639755199013,0.517360965999592,0.155208444284359
42,Pennsylvania,2002,26700,10023,9441,12751,2104,222,53222,216.52690679311402,81.28274107817911,76.56294108740785,103.40578983217218,17.06264464017648,1.8003360789539822,431.610300874274,5.38232255227099,4.410161378257313,4.351089749812899,4.64828513207336,2.8938459736012243,1.0297394381762013,6.069837324780253,0.234768284987687,0.0924781553140204,0.518530526766172,0.154223032932121
42,Pennsylvania,2003,26712,11027,9530,15808,2926,279,58127,215.8605110541237,89.1095333705384,77.01222934807572,127.74494454715435,23.645097908968474,2.2546077637054696,469.7261128347952,5.379254340649779,4.50102596779095,4.356865600913662,4.857833273119759,3.2045780129215524,1.180071765697646,6.154276423466575,0.232997954367709,0.0937778644064345,0.519863660070444,0.153360521155413
42,Pennsylvania,2004,34154,14958,12244,19401,4210,427,74982,275.1975267836956,120.52481717018557,98.65662932422465,156.32450714793225,33.922281072769174,3.440573400967325,604.171135249021,5.621116286495186,4.800118498467812,4.601730570529581,5.058310596707835,3.5531250516549457,1.4907835124677282,6.4055112862113806,0.231503453223753,0.094534951310649,0.521662720347777,0.152298875117822
44,Rhode Island,2000,4117,1278,1252,4686,313,28,10528,391.9951859906233,121.68322751907132,119.2076688997475,446.17183423659486,29.801917224936876,2.665986205425663,1002.4108132400492,5.97379736240651,4.809605647337154,4.7892208212285245,6.102942937381101,3.4275769356051153,1.2990973865696436,6.911160288591696,0.236192095731756,0.102037765598876,0.516635753921856,0.145134384747512
44,Rhode Island,2001,4419,1449,1528,4983,448,31,11440,418.0138524436642,137.06767870352326,144.54065773566845,471.36524705290304,42.37841273925357,2.9324348100822784,1082.1630395916538,6.0379039801003795,4.927743990325828,4.980455482186374,6.157752514836563,3.7699619150394423,1.369258778592874,6.987640780076278,0.234874785033609,0.104044678955145,0.51782258201831,0.143257953992936
44,Rhode Island,2002,4733,1493,1677,4332,555,48,11296,443.99833019854697,140.0569421057322,157.31781105915132,406.38089296854116,52.064034071454365,4.50283537915281,1059.6672592272948,6.098070529796384,4.949163653576341,5.06460447514486,6.009748602762926,3.9714993743053335,1.7052634828841755,6.966653478897563,0.233293777175315,0.105775355419115,0.519441460794844,0.141489406610725
44,Rhode Island,2003,4616,1614,1841,4301,761,49,11446,430.86148027427276,150.6521726955538,171.84055138321844,401.45910456231536,71.03240608507834,4.573702888526727,1068.3796584097329,6.068104889312448,5.021589561071549,5.1523695011952935,5.997593488124738,4.277116102273379,1.718059624540195,6.974834000835434,0.231555376341075,0.105851352789305,0.522537154335404,0.140056116534216
44,Rhode Island,2004,4301,1587,1690,4111,843,60,10995,400.24977223638285,147.68574483588458,157.27089399662566,382.56842912433615,78.44932759713339,5.583582035383159,1023.191407983964,5.994584106808881,5.0018349836110545,5.064308083883138,5.949518038069499,4.375119429726438,1.8845789794920242,6.931658709991079,0.229139039568054,0.107179648960197,0.524368147897921,0.139313163573828
46,South Dakota,2000,7180,78,961,8,21,0,8178,949.9314673398214,10.319589756616445,127.14263789882568,1.0584194622170713,2.778351088319812,0,1081.969295251401,6.857441996162994,2.426534831536745,4.853144002067548,0.7219384369625953,1.329287694438651,0,6.987461895030657,0.268151893777023,0.103207804785114,0.485494361270315,0.143145940167548
46,South Dakota,2001,5165,44,782,3,28,0,5956,681.4235882064246,5.804963771748825,103.1700379433541,0.3957929844374199,3.6940678547492523,0,785.7810051030908,6.5256505621193694,1.9176523123197982,4.646024544240834,0.3334627013935701,1.5462995529590438,0,6.667949944259948,0.264910841033706,0.105170111824711,0.487268659000596,0.142650388140987
46,South Dakota,2002,6429,85,1051,13,40,0,7969,845.898792137049,11.183916212731244,138.28583458330044,1.710481303123602,5.263019394226467,0,1048.525038814768,6.741581197709803,2.5001167387415104,4.936528185617139,0.9971262217507652,1.8346624001737146,0,6.9560929968272305,0.261432593879108,0.106856398515829,0.489595010657614,0.142115996947449
46,South Dakota,2003,6364,89,1010,21,43,0,8087,833.2798675970141,11.653348242635804,132.24586207935013,2.7496664392736165,5.630269375655501,0,1058.883452114559,6.726568918725126,2.537921863363424,4.8921960087502665,1.32166688649904,1.8916454331846955,0,6.965914230225755,0.25837175228386,0.108842272586218,0.491072094944673,0.141713880185249
46,South Dakota,2004,6399,132,1111,13,79,0,8249,830.6117892616265,17.13404534810669,144.21154834656463,1.6874438600408104,10.254466534094155,0,1070.7480308828187,6.723365732484654,2.8977911299435064,4.978191633295279,0.9885905039484566,2.4207650751095717,0,6.977046268184884,0.255458231870363,0.110038214113261,0.493337192820316,0.14116636119606
47,Tennessee,2000,3647,1755,1155,0,416,0,6488,63.9407376134764,30.76939800154951,20.249945693327458,0,7.293486933700626,0,113.75034429290784,4.173475124994494,3.4585034994569335,3.0563543397590407,0,2.1154704999759675,0,4.742758849310078,0.24539866006723,0.0968795973293916,0.534051554783817,0.123670187819561
47,Tennessee,2001,4627,2234,1352,0,761,0,8465,80.45852490849516,38.846843450524794,23.5098175224304,0,13.23296681551001,0,147.19719328947733,4.400093993886599,3.6850431913215895,3.199073752487027,0,2.655560880568171,0,4.998543774015153,0.244762588229198,0.0979462122501799,0.53342280511422,0.123868394406402
47,Tennessee,2002,3868,2405,1467,0,1048,0,8310,66.73662394809588,41.49472093980626,25.310917097170805,0,18.08169128686776,0,143.37676965064034,4.215627007767019,3.749379855034246,3.269983951805808,0,2.9487293039610614,0,4.97242633852139,0.24411266688038,0.0979554921239396,0.534131435261852,0.123800405733829
47,Tennessee,2003,4451,2734,1461,0,1366,0,9539,76.11393799937481,46.752528980069805,24.983703306467447,0,23.359164077094132,0,163.12083904202117,4.345284042432882,3.8660320284576515,3.2574695455977083,0,3.1929081268626853,0,5.100602979930045,0.243657114832009,0.0974437960727876,0.534595332408087,0.124303756687116
47,Tennessee,2004,4785,2586,1184,0,1282,0,9679,80.95338556870979,43.75035633870085,20.03109895785839,0,21.68907843241086,0,163.75085034891163,4.406150616950405,3.8010994075651574,3.046002245023474,0,3.121883682383436,0,5.104434334819443,0.242495232040149,0.0973761798088891,0.535495056598851,0.124633531552111
48,Texas,2000,9100,8131,5666,3642,628,0,23668,43.448162689401165,38.82164954148581,27.0524494283678,17.38881412250539,2.9984006779059262,0,113.00341917942272,3.7943236267839433,3.6844107227274785,3.3340759518056933,2.9117425516270043,1.385894450642836,0,4.736228440746674,0.281997721692937,0.105695772431702,0.512946621449384,0.0993598844259774
48,Texas,2001,9683,7797,6013,3515,1002,0,24733,45.418253663221606,36.57194297347298,28.204064781261135,16.48715910629185,4.699895711096566,0,116.01049962330475,3.8376927797857974,3.6262575743378926,3.3743079044238518,2.8614668462371573,1.7404478783742772,0,4.762263671141456,0.280501549230094,0.107090031896438,0.513594987753535,0.0988134311199326
48,Texas,2002,10849,9100,6898,4113,1258,0,28638,50.01769221991833,41.95418925258151,31.802197523550248,18.96237147207338,5.799820887884345,0,132.0312166830142,3.9321724788391657,3.76013418156855,3.4904955108150695,2.993849075051944,1.9168962718181486,0,4.8905838125835865,0.279404388823127,0.107899305335443,0.514335953933378,0.0983603519080512
48,Texas,2003,10092,9098,7473,3566,1530,0,28200,45.80832285299246,41.29648447448726,33.92049114946618,16.1863336597078,6.94478140755831,0,128.001853394212,3.846061025851322,3.7447039732482756,3.553073795862931,2.844114513325391,2.0725152864016643,0,4.859826771655454,0.278380427953771,0.108345398567133,0.514778109014095,0.0984960644650015
48,Texas,2004,9621,9201,7991,3763,1876,0,29059,42.96235651807627,41.08685607762393,35.6836286182255,16.8035908510052,8.377235300687152,0,129.76230309310657,3.783333734060371,3.7397354847591977,3.602330568837402,2.8794001701551726,2.2382849755093615,0,4.873381194832643,0.277228392593863,0.108091118777542,0.516029835282388,0.0986506533462076
49,Utah,2000,8470,1528,3635,1573,333,60,15739,377.36656060007965,68.07746217200965,161.9512925361617,70.08236125430051,14.836253208952364,2.673198776387814,701.2245923594633,5.935863462765631,4.235228515082064,5.093451337354976,4.263839222406897,2.7623018185674537,1.3010628836383173,6.554253284994426,0.321535022022703,0.142458327058742,0.4508091327163,0.085197518202256
49,Utah,2001,6798,1161,2812,1258,343,53,13098,297.6728707391246,50.83821755341626,123.1327026358368,55.085682758137516,15.019387270302992,2.32077995721883,573.5391675406082,5.699348896655107,3.9481276678382335,4.8213511759149945,4.026880570654853,2.77379969311243,1.200199682210542,6.353568271710936,0.318261692023742,0.143850261525628,0.452778039291243,0.0851100071593872
49,Utah,2002,4674,797,1984,937,272,46,9474,201.0482554525844,34.28229773121733,85.34012383781075,40.30428227622413,11.699855687441797,1.9786520647879509,407.5162969956749,5.30850655725105,3.5633813574536912,4.458294424430342,3.7209661816674986,2.5415906302064246,1.0914708709341168,6.012531808230539,0.31551628839284,0.143548626449847,0.455792826525982,0.085142258631332
49,Utah,2003,4734,844,2220,1069,407,38,10523,200.58157640848816,35.76063592918547,94.06233621183856,45.293980815520456,17.24476163883707,1.610076025247687,445.86394772845813,5.306194145158522,3.604427596826031,4.554532847065639,3.8350119486564984,2.903878005338125,0.9593793493577667,6.102254180786525,0.313745769843022,0.141253240807631,0.459597896223821,0.0854030931255262
49,Utah,2004,4483,725,2265,1053,504,66,10329,186.66877638887732,30.18845926431766,94.31291066714414,43.84613462803654,20.98618409547048,2.7481907744068486,430.09185619467183,5.234678581267418,3.440048131012834,4.557165275431338,3.8032374003545155,3.0904142604260136,1.3212732634027964,6.06632119081769,0.313031837373729,0.136962749523231,0.464288510064208,0.0857169030388328
50,Vermont,2000,5022,247,1066,422,153,22,5953,823.794572994892,40.51717633009524,174.8636031088321,69.22367777854329,25.09768412350029,3.6088173249477538,976.5131607006355,6.715134352897994,3.726107229081033,5.169708712247918,4.251685544454822,3.2618465794914564,1.527971278530636,6.88501175540125,0.242035176126689,0.093169821101083,0.537347978570187,0.127447024202041
50,Vermont,2001,4776,238,1053,533,188,12,5825,780.1079018592899,38.87472375261955,171.99615172902685,87.05978050481606,30.70776498106082,1.960070105174095,951.450696886592,6.660713298887307,3.6857426332470187,5.153269349909484,4.478015907760523,3.456561602971309,1.0852129522359408,6.859038343862315,0.238540531799687,0.0961169377824747,0.537766467447319,0.127576062970519
50,Vermont,2002,4665,362,1232,821,264,17,6230,757.9918172630402,58.81951508021877,200.1813330906893,133.40006044436356,42.89599994800485,2.7622424208942515,1012.2806048335993,6.631990996392904,4.0913319468536455,5.304206656042172,4.900820877823796,3.7818231985721664,1.3250151681685416,6.920948469674621,0.234694739715522,0.0984495695776369,0.538952492680058,0.127903198026784
50,Vermont,2003,4537,352,1137,675,487,25,6151,734.3111200308161,56.97101923095598,184.0228660954459,109.24840335481615,78.82069990191921,4.046237161289487,995.5361911636654,6.600293702208749,4.0599432172387555,5.2204794179563345,4.7027360321796055,4.379782868085267,1.6186428489736,6.904285457270994,0.230988350073965,0.101290264105992,0.53919185314425,0.128529532675793
50,Vermont,2004,3141,356,907,517,507,16,4604,506.67828106852494,57.426764743837914,146.30920118724998,83.39785778810169,81.78474641889277,2.5809781907342884,742.6764743837915,6.229847941972954,4.0677740852548085,4.992533787147355,4.435542019622229,4.4162438224262095,1.2756360007252807,6.611606094001695,0.227558394631565,0.103108465608466,0.539866434378629,0.12946670538134
51,Virginia,2000,8926,3851,3356,1567,842,123,20135,125.61539369786753,54.195034856653365,47.22891118642656,22.052355133829085,11.849446727941347,1.7309761847230234,283.35939414144775,4.84115409550833,4.01087300098843,3.8759586583839316,3.1377679392265785,2.5533007542229496,1.0046591221031331,5.650238910455017,0.24506963801629,0.096470821018892,0.546551789892703,0.111907751072115
51,Virginia,2001,9115,3728,3931,1499,1097,164,22672,126.62602964396622,51.78955990265563,54.60964591666827,20.824181945837125,15.239578115132304,2.278296090138284,314.9605424122877,4.849104344181698,3.966313442044866,4.018356673919145,3.083018618587311,2.787451356263847,1.1873238027031823,5.755617340006632,0.243742812600978,0.0981928944390404,0.546075065410714,0.111989227549267
51,Virginia,2002,11768,4880,5428,2093,1124,189,28787,161.4958844486517,66.96974134172504,74.49011393501712,28.72288291562101,15.424997800839948,2.5937051462266463,395.0528573779178,5.0906526749792365,4.219062625874258,4.324001706423373,3.3919172176895644,2.7988044304796422,1.279183744435658,5.98154768057412,0.243073675086694,0.098705027520035,0.546012123444446,0.112209173948826
51,Virginia,2003,18320,8160,8315,3775,1928,267,42312,248.67730685191498,110.76456462399706,112.86854838830094,51.242185227400604,26.170843210179697,3.6242817101234333,574.3468453885495,5.52016931150542,4.716394557206964,4.735044698768139,3.955890314633131,3.302144457560289,1.5313210529839179,6.3549730683110965,0.241924740636492,0.0998123110741353,0.545475165729444,0.112787782559929
51,Virginia,2004,20922,10742,9444,4762,2553,356,47598,279.87144801570446,143.69463218548407,126.3314193222595,63.70078555830153,34.15121913698946,4.7621754848289255,636.713563839571,5.637897084286516,4.974625536788226,4.846793288324911,4.169773342983403,3.559659301495586,1.7513150917398683,6.457889223033194,0.241046073378971,0.100831039752795,0.545287285593416,0.112835601274818
55,Wisconsin,2000,14536,1587,1926,288,172,20,18428,270.48758289683343,29.53108104411631,35.83923257149843,5.359137580784812,3.2005960551909296,0.3721623319989453,342.91037270382816,5.603916403141487,3.41874521536052,3.6065633797775787,1.8498927676519183,1.4352264331225322,0.31638784008818444,5.840381078960177,0.255013073132317,0.0972934680486543,0.516813828956797,0.130879629862231
55,Wisconsin,2001,14373,1599,1879,418,228,23,18275,265.83019455929394,29.573678501378346,34.75230888310814,7.730955355582332,4.216884739408545,0.42538749564209005,337.9981079503998,5.586612480648734,3.420139459097976,3.576614851197436,2.166874797493221,1.6519004305258385,0.35444370352161075,5.825994526097618,0.252937809272893,0.0988476622645226,0.517841583847112,0.130372944615473
55,Wisconsin,2002,14423,1624,2068,522,306,21,18438,264.8773351463189,29.824640662665313,37.978668035955586,9.586491641570994,5.619667514024377,0.3856634568448101,338.6125151097433,5.583035056354682,3.4283143916480023,3.6630145230480697,2.3595788149769623,1.8900451442200092,0.3261790551538165,5.827805306260344,0.250739096467653,0.100128334106497,0.519015044915101,0.130117524510749
55,Wisconsin,2003,17129,2694,2058,772,396,26,21787,312.6184592905209,49.16773479646583,37.560207205318,14.089640409380708,7.227328500148652,0.4745215681915782,397.63082331499675,5.7481771492774705,3.915372086918061,3.652220843309806,2.7140084427662496,2.1074613569081255,0.38833357662743995,5.9880357337277434,0.247938431921577,0.10171990342391,0.520188063847972,0.130153600806541
55,Wisconsin,2004,16872,2166,2049,657,530,47,20769,305.98332325600205,39.281642850432696,37.15978125601874,11.91506895324759,9.611851667003384,0.8523717516021869,376.6576363622515,5.726793424470036,3.695895852779139,3.641782114279032,2.558394765538398,2.361971458322863,0.616466845887252,5.933988061294466,0.245672218448009,0.102188673031284,0.521872947280263,0.130266161240444
56,Wyoming,2000,2709,96,745,23,38,6,3498,548.0477442848472,19.421404005664574,150.71818733562614,4.653044709690471,7.687639085575562,1.2138377503540358,707.667408456403,6.308185403638683,3.0165835667717595,5.022024769317388,1.7321942866819504,2.1619012206131787,0.7947275481114835,6.563386316973221,0.260517904106818,0.101434351608335,0.520944770382359,0.117102973902488
56,Wyoming,2001,3768,124,997,18,49,8,4943,761.739953139246,25.067875315622743,201.55380394899902,3.638885126461366,9.905853955367053,1.6172822784272738,999.2782877832519,6.636917151617857,3.260703725415222,5.31100554976857,1.5344740628980957,2.389299705195341,0.9621364810965826,6.9080335280505265,0.255150538656079,0.104739243556646,0.52183634316304,0.118273874624235
56,Wyoming,2002,3320,105,980,9,58,2,4296,663.9774247675579,20.999286024275175,195.9933362265683,1.7999388020807292,11.599605613409144,0.3999864004623843,859.1707881932014,6.499753092361659,3.091009999389654,5.283169901904793,1.029597560542564,2.5336655129444767,0.3364625226185924,6.757130960453313,0.250981466630135,0.107888331796719,0.522856222888422,0.118273978684725
56,Wyoming,2003,3717,100,1019,21,85,2,4965,738.3012912824038,19.86282731456561,202.40221033542358,4.171193736058778,16.883403217380767,0.3972565462913122,986.1893761681825,6.605705539189967,3.0379689779992414,5.315185350494567,1.64310355859096,2.883873088176215,0.33451070428198587,6.894861891513175,0.246660562157739,0.110713413168657,0.523061735653576,0.119564289020028
56,Wyoming,2004,3283,84,941,19,105,2,4726,644.8558846291342,16.499510907355248,184.83380671215818,3.7320322290446386,20.624388634194055,0.39284549779417255,928.2939112876297,6.470576390085202,2.8621729323877827,5.224852761992919,1.5543547569645946,3.0738217811671618,0.3313487753614628,6.834425062607718,0.243513138717674,0.111898111591692,0.524425168825353,0.120163580865281
4,Arizona,2005,6217,1491,2106,1273,157,31,28516,106.4723071814261,25.534857649590847,36.0673442052571,21.801390870509156,2.688781120714798,0.5309058263831766,488.3648562949247,4.677233206766536,3.2784592516372735,3.6127363719001218,3.126821537192289,1.3052960838954177,0.42585960360349756,6.193108338652694,0.261885226038293,0.0993891671577546,0.50916197885385,0.129563627950102
4,Arizona,2006,5766,1470,2047,1079,271,57,24894,95.63551424655685,24.381582716343836,33.95176858527608,17.896413436010207,4.494835997366789,0.9454083094092508,412.8946395514718,4.5709463159585,3.234023821111938,3.5539690706978297,2.9389721387674204,1.703808741617067,0.6654718827555082,6.025611447599238,0.261209183862179,0.0981874532375342,0.511187912175217,0.12941545072507
4,Arizona,2007,4863,1434,1987,1174,357,35,19168,78.84649027730195,23.2502297054598,32.2163224719307,19.034706885780896,5.788237102405264,0.5674742257260063,310.7813131061739,4.380105919747641,3.188426089728724,3.503041395827545,2.997466113872821,1.915191276403272,0.44946555047173403,5.742302022519048,0.260696848621062,0.0982314098281023,0.510882291091255,0.130189450459581
4,Arizona,2008,6177,1505,2164,1583,495,47,18806,98.35420314943629,23.963586812352535,34.456612532844446,25.205553437843236,7.881711277152495,0.7483645051033682,299.4413379356158,4.598691274589457,3.2174182355949936,3.568309766834247,3.2659713515824693,2.1839942498286704,0.5586807824416288,5.705252520061842,0.259324382893852,0.098951461715105,0.509221602194268,0.132502553196774
4,Arizona,2009,6276,842,2184,1818,720,57,17032,98.9413153141166,13.274153520472623,34.430821007971744,28.660820784108346,11.350820112518157,0.8986065922410207,268.50995577279065,4.604583166867242,2.658450455743429,3.5675820912866216,3.3898270094256233,2.5137224667411293,0.6411202446185033,5.596605331309734,0.256551078532856,0.0992310765275445,0.508568292682158,0.135649552257442
5,Arkansas,2005,4299,2111,2609,25,739,99,11085,154.5792901146562,75.90529923983235,93.81190228172552,0.898925855516726,26.57224828907442,3.5597463878462348,398.5837243361163,5.047155505936596,4.342574784928416,4.551894952875042,0.6412883871062106,3.316809770099442,1.5172670052792416,5.990423316055315,0.248026947639726,0.0986801251448619,0.514975205827053,0.138317721388359
5,Arkansas,2006,4657,2171,2595,40,761,144,11040,165.03878251914318,76.93777042066992,91.9638481076179,1.4175544987686766,26.968974339074077,5.103196195567237,391.2450416601548,5.112221390702783,4.355910693146119,4.532210687552539,0.8827564915322372,3.3310958365048267,1.8088126004431897,5.971886750768824,0.247307266632433,0.0970606653079407,0.516516459048091,0.139115609011536
5,Arkansas,2007,5845,1880,2868,41,1195,179,12137,205.18491215136993,65.99617362610358,100.67926912748143,1.4392782546118337,41.94969546978393,6.283678233549225,426.0614677127762,5.328773397961846,4.204635507701969,4.621823438888031,0.891702198258231,3.760029558062495,1.9856359864730075,6.056927955357397,0.246691239710038,0.096651045231952,0.51665560879715,0.14000210626086
5,Arkansas,2008,11318,3277,5584,104,2835,382,22928,393.73064482351,114.00029361076537,194.25622200870117,3.6179525589013113,98.62399523543478,13.289018052887508,797.6193872162429,5.978203620454277,4.744934681497081,5.274312655094009,1.529951437796233,4.60140305159337,2.659491273897576,6.682884470838637,0.245507650926022,0.0970011347847353,0.515707132306438,0.141784081982805
5,Arkansas,2009,10113,2145,4586,86,2652,293,20017,349.1041799641886,74.04612538546273,158.31027087073755,2.9687490830535173,91.54793684020846,10.114459085286983,690.9936092497936,5.85823076723293,4.318102929637655,5.070853689857902,1.3784509526172046,4.527726746390784,2.4082468809406468,6.539576720386865,0.24436464109377,0.0973311290946731,0.515188776195327,0.14311545361623
6,California,2005,32455,18422,25701,29473,3055,199,152984,90.58571964346376,51.41796725533476,71.73451180270104,82.26260714995556,8.526864073664514,0.5554323897411582,426.9963251867404,4.5172753604377345,3.959249419107027,4.286815987203189,4.421999554631796,2.2541156051372426,0.44175357112075286,6.0591146095326485,0.262520374111347,0.102836074066546,0.527485488072815,0.107158063749292
6,California,2006,38431,19647,28236,30262,4750,206,166031,106.68994332837644,54.54287727544461,78.38716764643223,84.01163292663026,13.186678223564,0.5718854134850914,460.9257625550641,4.67925620309287,4.01715528600033,4.374336738648054,4.442788105086476,2.6523033709958685,0.45227579916519406,6.135404191059931,0.260149119954409,0.102741768583958,0.529600816763416,0.107508294698217
6,California,2007,40541,19010,31226,29567,5956,187,166443,111.8362819011401,52.44092940333671,86.13995063380284,81.5634381729856,16.4302038677682,0.515857643262702,459.1491642651011,4.725937935406064,3.9785769206066637,4.467515454173217,4.413566945403275,2.858204555835771,0.4159813799500157,6.131550707060465,0.257532135379473,0.103230866074501,0.530348663767326,0.1088883347787
